Uniprot_A	Uniprot_B	Interaction	Protein_A_idx	Protein_B_idx
Q14934	P30556	0	75	359
P08603	P42574	0	815	817
P08473	Q9H9B1	0	15	410
P50406	Q15650	0	714	777
Q8IUH3	Q9Y6M5	0	565	790
Q7Z3E1	P22303	0	258	451
P01374	P04798	0	260	481
P35462	P56524	0	474	504
P78536	Q14116	0	464	741
P98164	Q07866	0	786	804
P00450	Q96HU1	0	607	685
P18031	P51811	0	19	650
Q16143	Q9NP58	0	119	476
P43004	Q9ULK4	0	796	799
P02753	Q9NWQ8	0	335	592
P01583	P46108	0	573	686
P53004	Q92876	0	668	800
P18054	P37231	0	144	259
P57723	Q9P2K8	0	762	788
P35462	Q13627	0	474	490
P20700	P02787	0	400	654
P42704	P08603	0	386	815
P08575	P10145	0	9	482
Q13133	Q9BVK6	0	603	751
P04035	P01374	0	107	260
P13500	Q9BTE1	0	681	813
Q01113	Q15853	0	543	648
P35354	Q92793	0	224	480
P36957	Q9BRK5	0	319	604
P09038	P14672	0	347	374
P29474	Q9UKX3	0	301	585
P02768	Q8WW43	0	49	620
P01903	P28329	0	29	766
Q13315	P02654	0	726	753
P63098	Q6ZSZ6	0	448	560
O00468	Q92993	0	542	755
Q14416	Q6XZF7	0	46	112
Q13451	Q9NR96	0	439	808
P04798	P22607	0	481	597
Q8NA03	Q9ULV3	0	20	232
Q14994	P13501	0	257	680
Q9BZC7	P01160	0	554	795
Q15118	Q13753	0	39	700
P55212	Q9BRK5	0	515	604
P04141	P41597	0	712	747
P10144	P05155	0	364	508
P57723	Q9NTG7	0	762	779
P01011	Q9H0M4	0	98	253
P08133	P16870	0	349	810
Q9P0L2	P05164	0	300	629
O95140	O95477	0	639	688
Q12988	P51811	0	553	650
P09104	Q14457	0	393	725
P01137	Q92945	0	314	687
P50570	P01584	0	127	574
P78362	P13500	0	531	681
P50052	P04141	0	99	712
Q13093	P11279	0	735	760
O15524	A5A3E0	0	507	537
Q8IVL6	P29474	0	33	301
Q07866	Q9H2P0	0	804	318
P06213	P55210	0	124	513
P34998	P22415	0	703	708
Q2M3D2	P56937	0	109	156
O96017	Q99720	0	499	640
P10275	P01303	0	54	243
P12644	Q9P2R7	0	205	389
P27169	Q01094	0	136	617
Q13427	P05155	0	208	508
Q96AC1	Q9Y5Z0	0	77	272
P30613	O43583	0	4	526
Q9UNN5	P24593	0	126	453
P23975	Q5K651	0	498	734
P27169	Q9NUM4	0	136	371
Q6X4U4	Q9UI47	0	186	377
P01138	P62760	0	308	614
O60706	O95433	0	593	632
O76070	P14324	0	394	596
P21554	P08603	0	631	815
P23443	P11215	0	379	405
P24752	P14778	0	496	791
P20783	P78380	0	202	775
P42261	Q96T58	0	623	661
P09874	Q9BZC7	0	752	554
Q92993	O95197	0	755	757
P53805	P41222	0	644	721
Q92945	Q05586	0	687	768
P26441	Q15853	0	528	648
Q9H9B1	Q9NZJ5	0	410	493
Q8WXG6	P02787	0	219	654
Q96BI3	Q8IX03	0	689	794
P03372	Q96QK1	0	682	801
Q6PI77	P09488	0	479	658
P42892	P35638	0	366	805
Q9UQ90	P38398	0	443	551
P01344	Q13133	0	344	603
O00327	Q96QK1	0	749	801
Q02410	Q9H2P0	0	698	318
O95197	Q13829	0	757	818
Q8N5D0	P15529	0	642	802
P52732	P24593	0	381	453
P28340	P50406	0	580	714
P08133	Q8N165	0	349	643
P11717	P02654	0	669	753
Q14194	Q96BI3	0	667	689
Q14416	P14780	0	46	516
P42336	Q14116	0	695	741
P01308	P11712	0	246	666
Q9ULV1	Q9UI47	0	310	377
O14939	P46527	0	430	512
Q7KZI7	Q8NBJ4	0	382	547
A5A3E0	Q9P2K8	0	537	788
P30047	Q9UBH6	0	38	154
P57723	Q05586	0	762	768
P11712	P21709	0	666	784
P43115	O96017	0	455	499
P20226	P08833	0	525	646
P11245	P63104	0	68	295
Q8IXJ6	Q13093	0	195	735
Q05586	Q9P2K8	0	768	788
P37173	P01106	0	343	601
P41594	P08758	0	748	767
P42261	Q5K651	0	623	734
P16284	Q9UBK2	0	290	711
P11926	P01584	0	367	574
P04141	P28335	0	712	793
P18440	Q9UKX3	0	392	585
Q9NR96	Q9BTE1	0	808	813
P17936	Q12955	0	86	414
P50570	O60858	0	127	396
P11150	P48681	0	684	733
P35869	Q14416	0	27	46
Q6PI77	P25713	0	479	502
Q12933	Q96IZ0	0	41	522
P09038	P04798	0	347	481
P14859	O95140	0	539	639
P41235	P29466	0	503	552
P14136	P42262	0	485	624
P37198	P53004	0	385	668
P14555	Q9UQ07	0	338	353
P41159	P32780	0	424	586
P01374	P17676	0	260	783
Q8IX03	Q9ULK4	0	794	799
O75436	P24752	0	483	496
P11597	Q9NTG7	0	530	779
Q96QK1	P16870	0	801	810
P43220	Q01094	0	477	617
P57723	P25705	0	762	785
Q9NPG2	Q9Y6M5	0	556	790
P50406	Q9BTE1	0	714	813
P01344	P14136	0	344	485
P08697	P50406	0	595	714
P10275	Q12926	0	54	276
P43116	Q8IX03	0	199	794
P23141	P42338	0	426	693
P13693	P42898	0	10	363
Q8TEL6	P51606	0	66	266
P32119	Q9H2E6	0	548	727
Q01959	Q6ZSZ6	0	427	560
P01241	P58004	0	120	653
P00533	Q13093	0	322	735
P25025	Q8N6N3	0	149	422
Q86UG4	Q9UQ07	0	271	353
P01189	P11717	0	616	669
Q15650	P08603	0	777	815
P11279	Q9P2K8	0	760	788
P25098	Q06455	0	182	198
Q07666	Q9NR96	0	746	808
P36956	P01008	0	320	339
P10144	P41231	0	364	501
P09104	P14324	0	393	596
Q14511	Q9UQ90	0	97	443
Q8N6N3	P32297	0	422	731
P02545	P11137	0	42	79
P51811	P26599	0	650	742
Q9P2K8	Q92876	0	788	800
Q99572	P80188	0	407	702
O94907	Q9BVK6	0	132	751
P18440	Q9H2P0	0	392	318
O94907	P28329	0	132	766
P57723	Q9BZC7	0	762	554
Q9UIQ6	Q13829	0	697	818
P08183	Q9NX09	0	22	255
Q92793	P01375	0	480	692
A4D1B5	P48736	0	209	233
P02655	Q9UMX0	0	193	403
P01042	Q14194	0	435	667
P18510	P14859	0	90	539
P16220	Q8NBJ4	0	468	547
Q9Y3P8	P08603	0	608	815
Q05193	Q16552	0	108	200
Q99714	O14920	0	511	652
Q9P2K8	Q9NR96	0	788	808
Q6PI77	P04155	0	479	488
P19793	P04278	0	323	423
P16220	Q9NWQ8	0	468	592
Q8N427	O43184	0	28	758
P08069	Q06546	0	217	384
P01019	P21709	0	94	784
P52732	O60858	0	381	396
P35858	Q92902	0	514	622
Q86UG4	Q96S59	0	271	657
P05164	P41594	0	629	748
P05019	O95477	0	505	688
P34995	P01160	0	5	795
Q96TC7	P01130	0	17	240
P39060	P17861	0	239	605
Q99707	P50222	0	270	437
P13942	Q16643	0	402	466
Q05639	P36957	0	274	319
P25025	O75436	0	149	483
O95760	P10253	0	704	787
Q16143	P42336	0	119	695
P80188	Q92993	0	702	755
P04035	O75469	0	107	226
P08651	Q5K651	0	96	734
Q13148	P30988	0	691	701
Q2M3D2	Q9Y286	0	109	532
P13987	P14136	0	261	485
P98155	P19838	0	227	492
P02753	P25705	0	335	785
Q96JB1	Q9BZC7	0	286	554
O15350	P14778	0	789	791
Q8IVL6	P52732	0	33	381
P04216	Q9NTG7	0	764	779
P13942	P53004	0	402	668
P11245	P98155	0	68	227
Q96IZ0	P15018	0	522	582
Q8IVL6	P18146	0	33	256
O76074	P04054	0	395	609
Q06455	P03956	0	198	461
Q9UQ35	P15018	0	432	582
Q9NZT1	Q9BTE1	0	610	813
P01583	P34998	0	573	703
P55212	P19397	0	515	756
P12644	P15104	0	205	578
P04141	Q07812	0	712	773
O75436	Q12988	0	483	553
P01137	Q5FWF5	0	314	465
P49810	P57723	0	283	762
Q9BXS0	Q13541	0	197	599
P45983	Q8WY21	0	375	415
P37173	P34932	0	343	625
Q14994	Q9NWQ8	0	257	592
Q9UQ26	Q9NTG7	0	536	779
Q9P2K8	Q9BTE1	0	788	813
Q92793	P08758	0	480	767
P39060	P17302	0	239	765
Q02790	O60706	0	192	593
P04278	P28845	0	423	520
Q6XZF7	Q6NXT4	0	112	184
P07196	P40189	0	159	567
Q7Z6L0	P41235	0	244	503
P02741	Q99996	0	576	598
Q96HU1	P17676	0	685	783
P08133	P50406	0	349	714
P35610	P56524	0	458	504
P04141	P04216	0	712	764
Q9C000	P14778	0	282	791
P35520	P41231	0	82	501
O60760	P10997	0	115	446
Q9UJW0	O15118	0	122	176
P48681	P09622	0	733	776
P28340	Q13326	0	580	750
P16949	P23560	0	235	662
P41970	P15529	0	376	802
P06681	Q13492	0	101	540
Q9UQN3	O95477	0	355	688
P04278	P35613	0	423	457
Q9UQN3	O94779	0	355	521
P43220	O14757	0	477	487
Q9BXM7	Q9UEF7	0	218	621
O15524	P01375	0	507	692
O95433	Q9UBK2	0	632	711
P19438	P12004	0	265	814
Q9H2E6	Q9Y6M5	0	727	790
P01584	Q96T58	0	574	661
Q14416	P09622	0	46	776
Q6ZSZ6	P20336	0	560	737
P08758	P16870	0	767	810
Q12879	P00519	0	707	782
O95760	P41597	0	704	747
P18031	Q9UNQ0	0	19	267
P41235	Q96BI3	0	503	689
Q03181	P30988	0	679	701
P00533	P32780	0	322	586
Q16143	P55058	0	119	121
Q9UJY5	Q13093	0	606	735
Q13901	P20674	0	65	429
P04141	P35638	0	712	805
O76074	Q13133	0	395	603
P00488	Q9NYY3	0	216	672
Q7KZI7	P03956	0	382	461
Q9HAB3	P14550	0	166	337
Q9UKX3	Q13541	0	585	599
P21980	Q9UQ35	0	210	432
P42892	O76074	0	366	395
Q13753	Q9P2Q2	0	700	738
P23141	O95185	0	426	694
P07550	P29459	0	664	761
Q8IVL6	Q9NPG2	0	33	556
P05121	P10644	0	541	636
Q9P2K8	O75475	0	788	803
P63098	P20810	0	448	545
Q6ZSZ6	P04062	0	560	618
P02654	Q07869	0	753	809
Q03135	Q9ULK4	0	717	799
Q9UQ07	O43184	0	353	758
P06858	P11245	0	35	68
Q8WY21	Q5K651	0	415	734
P01241	P23297	0	120	562
Q96JS3	Q99988	0	142	473
P17861	Q96HU1	0	605	685
Q16643	P35670	0	466	706
P02743	O95140	0	575	639
Q8IV08	Q13093	0	633	735
P35408	P57723	0	736	762
P21980	O75436	0	210	483
P29965	O15516	0	60	88
Q9NZT1	Q8N165	0	610	643
P05019	P01106	0	505	601
Q9NQW7	Q9UI47	0	151	377
Q15650	P98164	0	777	786
Q99707	P31645	0	270	527
P07196	P26599	0	159	742
P18440	P17302	0	392	765
P42704	P98164	0	386	786
Q9P2K8	Q9Y6M5	0	788	790
P09622	Q9P2K8	0	776	788
P24593	P34998	0	453	703
P28065	P31645	0	425	527
P11137	P01374	0	79	260
Q9UJY5	P29459	0	606	761
Q16143	P14780	0	119	516
P54868	P17676	0	262	783
P57723	Q13555	0	762	797
Q13753	P17676	0	700	783
P01189	Q8N165	0	616	643
P05231	O60858	0	51	396
Q99933	Q8N6Q3	0	24	635
P78417	P48681	0	191	733
P15018	Q16620	0	582	715
P14416	O00712	0	334	584
P14859	P01034	0	539	581
P05091	P14555	0	299	338
P08473	P49716	0	15	491
P07101	O94907	0	106	132
Q01113	P08833	0	543	646
P17735	P11166	0	406	579
Q9NUM4	P16035	0	371	630
P23975	P01583	0	498	573
Q9P2Q2	O95197	0	738	757
Q9Y2W7	P13500	0	663	681
P19397	P28329	0	756	766
P41970	P25445	0	376	438
Q9ULV3	P05155	0	232	508
P63165	Q92902	0	577	622
O60858	P34932	0	396	625
P01023	P49768	0	781	798
Q6UB35	P17096	0	26	342
Q16555	P13500	0	305	681
P04278	P35670	0	423	706
Q02218	Q9UQ26	0	398	536
P01189	P51811	0	616	650
P01584	O94811	0	574	628
Q99523	Q96HU1	0	647	685
P32780	Q03181	0	586	679
O43426	P21554	0	161	631
Q30201	P18440	0	129	392
P08571	O60502	0	12	204
P35670	P20338	0	706	743
P50052	Q14457	0	99	725
Q9P2Q2	Q07869	0	738	809
P14778	O75475	0	791	803
O14867	Q9NV58	0	289	419
P28329	Q9NR96	0	766	808
P08651	P23975	0	96	498
P02751	P10415	0	333	634
Q6NXT4	P49815	0	184	285
Q9BT76	Q9UBK2	0	167	711
P01130	Q14195	0	240	670
P29274	P68133	0	284	329
P41597	P29459	0	747	761
P18887	P05091	0	57	299
P21980	P13942	0	210	402
Q03181	Q5K651	0	679	734
Q9NYY3	P15529	0	672	802
Q13057	Q96IZ0	0	13	522
Q5FWF5	Q06481	0	465	615
Q9H2P0	Q92870	0	318	819
P36575	Q9BTE1	0	792	813
Q9Y478	O00116	0	6	380
Q8NA03	P78417	0	20	191
Q96BI3	P04141	0	689	712
P32780	P11150	0	586	684
P28223	Q9NZJ5	0	313	493
Q9Y287	P04637	0	510	723
P02751	O60674	0	333	354
Q01094	Q14195	0	617	670
Q8IUH3	P02787	0	565	654
P35610	P31645	0	458	527
P20674	P06396	0	429	441
O43583	Q13148	0	526	691
P02545	P19438	0	42	265
P43116	Q15853	0	199	648
P02774	P57723	0	649	762
P22415	Q9H2P0	0	708	318
P29466	P02787	0	552	654
P25098	P15018	0	182	582
Q8N6N3	O14654	0	422	594
P16035	P35408	0	630	736
P51587	P01034	0	105	581
O15061	O96018	0	252	509
P04062	P43681	0	618	719
P01579	P17302	0	236	765
Q03135	P01023	0	717	781
Q96JB1	P21917	0	286	673
P05231	Q01959	0	51	427
Q03519	P08670	0	433	469
O14558	A5A3E0	0	40	537
Q9UQ90	Q02410	0	443	698
P29274	P46527	0	284	512
Q5FWF5	P24752	0	465	496
P35858	P04637	0	514	723
P08069	Q9ULK4	0	217	799
P06730	P10997	0	369	446
P04035	Q01130	0	107	463
Q9NZT1	Q99726	0	610	641
P54868	P42574	0	262	817
P09936	P04062	0	475	618
P11597	Q99726	0	530	641
P08172	O14757	0	160	487
P08047	P20336	0	583	737
P54253	P25705	0	362	785
P08254	P08069	0	71	217
Q16739	Q16620	0	328	715
Q8WXG6	Q13627	0	219	490
P08133	O14920	0	349	652
Q9ULK4	P06241	0	799	816
P06681	P78380	0	101	775
O75436	Q13627	0	483	490
P41970	A5A3E0	0	376	537
Q05586	P09622	0	768	776
Q06455	P08588	0	198	238
P13987	P17676	0	261	783
P34998	P35638	0	703	805
P08603	Q92870	0	815	819
P13987	Q96T58	0	261	661
Q9NZC7	Q8WY21	0	148	415
Q99707	P29279	0	270	280
P07858	P28845	0	37	520
O95140	P08833	0	639	646
P16035	O00418	0	630	659
O95477	P01023	0	688	781
P08922	P14735	0	47	69
Q9BT17	Q16555	0	76	305
P00488	P21554	0	216	631
Q6XZF7	P24593	0	112	453
P04062	O00418	0	618	659
P68133	Q8WY21	0	329	415
P04179	P21333	0	110	489
Q9NRI5	Q9NUM4	0	360	371
P43220	P42574	0	477	817
P05093	P28065	0	297	425
Q2M3D2	Q96CV9	0	109	774
P17936	P11166	0	86	579
P62993	Q9NZJ5	0	231	493
Q9BVK6	P25705	0	751	785
P68133	P08247	0	329	677
P04141	P12004	0	712	814
P02768	P24752	0	49	496
P32119	P24522	0	548	571
P08254	Q8WW43	0	71	620
P01308	Q14938	0	246	452
P20674	P21709	0	429	784
Q12857	O00548	0	303	434
P10253	O75475	0	787	803
Q13315	P25705	0	726	785
Q9NZJ5	P57723	0	493	762
P11712	P02654	0	666	753
P30613	P49768	0	4	798
Q7LC44	O60858	0	100	396
Q15118	Q8IWL8	0	39	523
P39060	P17735	0	239	406
O00327	P43004	0	749	796
O75581	P16949	0	21	235
P50406	Q9ULK4	0	714	799
Q92731	O00329	0	312	447
P38936	P01583	0	564	573
P15692	Q12988	0	212	553
Q8IWL8	P01583	0	523	573
P51811	P00519	0	650	782
Q9UEF7	Q13315	0	621	726
P20702	Q8N5D0	0	399	642
P00734	P11511	0	130	214
Q99784	Q13315	0	478	726
P06703	Q9NUM4	0	250	371
O43583	P11142	0	526	611
P01275	P04798	0	222	481
P08603	Q13829	0	815	818
Q13753	P09874	0	700	752
Q9P2Q2	P02654	0	738	753
O15350	Q9NR96	0	789	808
P01303	Q12988	0	243	553
Q13057	P49768	0	13	798
Q2M3D2	P21554	0	109	631
P35462	P32119	0	474	548
Q8TF42	P46939	0	454	517
Q15021	O15061	0	103	252
P34810	P53004	0	352	668
Q9UNN5	Q9H2E6	0	126	727
Q9Y5Z0	Q9UQM7	0	272	114
Q9ULV1	P04275	0	310	420
Q5K651	P15529	0	734	802
P02686	Q15485	0	95	292
P00488	Q9UQ35	0	216	432
P04179	P29323	0	110	763
P37173	P41235	0	343	503
Q6UB35	A5A3E0	0	26	537
P55210	P04062	0	513	618
P50591	P22415	0	138	708
Q06546	P11717	0	384	669
Q9BVK6	P43004	0	751	796
Q96HU1	P51948	0	685	740
Q02218	P04275	0	398	420
Q9NZT1	P35408	0	610	736
P39060	O95477	0	239	688
P78362	P11150	0	531	684
P16278	Q9BT76	0	118	167
Q8IV08	Q9ULK4	0	633	799
P07101	P36575	0	106	792
P06681	Q7KZI7	0	101	382
Q03181	Q05586	0	679	768
P00738	P48681	0	710	733
P43004	Q07869	0	796	809
Q8IZY2	P00519	0	696	782
Q8IVL0	O60674	0	146	354
P19525	P02654	0	674	753
P49716	P41231	0	491	501
P51681	P62760	0	519	614
P23975	P09488	0	498	658
P01241	P20339	0	120	744
P20700	Q9NWQ8	0	400	592
P05112	Q14938	0	391	452
P43235	P35408	0	716	736
Q9UQB3	P36551	0	1	330
P20783	Q92993	0	202	755
Q86TM6	P11150	0	770	684
O00499	P12644	0	36	205
Q6PI77	Q6ZSZ6	0	479	560
Q96JS3	P29274	0	142	284
P01583	Q9NZT1	0	573	610
P19793	P10997	0	323	446
P49638	Q9Y2Q3	0	390	169
Q2M3D2	Q9P2Q2	0	109	738
P14778	Q9H2P0	0	791	318
O96008	P04054	0	268	609
P30519	Q9UQ90	0	263	443
Q9BVK6	P57723	0	751	762
Q7Z3E1	P36575	0	258	792
Q8WW43	Q92876	0	620	800
Q14934	Q9BXS0	0	75	197
Q8TDB8	P57723	0	724	762
Q13470	Q9H2E6	0	358	727
Q9UI47	P16671	0	377	397
A4D1B5	Q08752	0	209	416
Q9ULV3	P09917	0	232	566
Q12798	P27169	0	80	136
Q9UBK2	P01023	0	711	781
P02751	Q13541	0	333	599
Q9P2Q2	P08603	0	738	815
P25116	P41235	0	279	503
P04035	P19397	0	107	756
P10827	P01189	0	50	616
Q04760	Q9H2P0	0	718	318
O00712	P42336	0	584	695
P08651	Q07866	0	96	804
P05091	Q5FWF5	0	299	465
P43220	Q9H2P0	0	477	318
Q13155	Q96T58	0	651	661
Q96BI3	Q92993	0	689	755
Q13127	P42898	0	141	363
P26441	P62760	0	528	614
P17096	Q13753	0	342	700
P21980	P15692	0	210	212
P08913	P07339	0	281	327
P05230	P19397	0	572	756
P21709	P01160	0	784	795
P49815	Q8IV08	0	285	633
P22303	P49716	0	451	491
O94779	P35638	0	521	805
P13501	Q92542	0	680	690
Q5K651	Q07869	0	734	809
P04798	P25490	0	481	506
P30988	P29459	0	701	761
P09543	P32780	0	306	586
P01042	P16220	0	435	468
O15294	Q96HU1	0	177	685
O00329	Q6PI77	0	447	479
P22301	P24522	0	449	571
P00450	Q15650	0	607	777
Q07869	P08603	0	809	815
O60603	P08684	0	317	413
Q9Y2Q3	Q6ZW49	0	169	568
P32119	Q13148	0	548	691
Q8N6N3	Q13093	0	422	735
P41970	P31645	0	376	527
P04278	P24522	0	423	571
Q14416	P10644	0	46	636
P21728	P24593	0	331	453
Q96FF9	Q7Z6L0	0	134	244
O60706	Q15650	0	593	777
Q96JS3	P29475	0	142	302
P60568	Q9NRX1	0	225	533
P42892	P24593	0	366	453
Q08752	Q99720	0	416	640
Q9NRX1	Q99523	0	533	647
Q13155	P48681	0	651	733
P10644	P21709	0	636	784
P01023	Q13829	0	781	818
P02787	Q9NTG7	0	654	779
Q8IVL6	O14558	0	33	40
P24522	Q9UEF7	0	571	621
Q14194	P50406	0	667	714
Q9Y3P8	O95140	0	608	639
P10644	P22415	0	636	708
P43235	P57723	0	716	762
P08651	P00749	0	96	388
P13501	P30711	0	680	728
P01579	P78536	0	236	464
Q9Y2G2	Q01959	0	145	427
Q14457	P01024	0	725	780
P23219	Q9NZT1	0	442	610
P01130	Q16539	0	240	759
P43115	Q9NPG2	0	455	556
P01275	P41231	0	222	501
P02751	Q9UQF2	0	333	678
P08575	O14556	0	9	45
Q92769	Q96QK1	0	683	801
Q92769	P35670	0	683	706
Q12857	P39905	0	303	613
P50591	O95185	0	138	694
P05155	Q8IZY2	0	508	696
P16035	Q5K651	0	630	734
P35520	P35858	0	82	514
Q12926	P45983	0	276	375
Q96LZ7	P16035	0	404	630
P38936	P48681	0	564	733
P68133	O75436	0	329	483
Q8NBJ4	P53805	0	547	644
P07237	Q9Y3P8	0	535	608
P28340	P21554	0	580	631
P50591	O43889	0	138	436
P08172	P78417	0	160	191
P07101	P78380	0	106	775
P01106	P14778	0	601	791
Q06546	P11215	0	384	405
P68133	P57723	0	329	762
Q14511	O00116	0	97	380
Q7Z3E1	Q13093	0	258	735
P01275	Q92731	0	222	312
P20226	O95197	0	525	757
P35408	P00519	0	736	782
Q8N6N3	P25490	0	422	506
P22301	O95140	0	449	639
Q9UKX3	Q8IZY2	0	585	696
P22001	Q9UIQ6	0	408	697
Q14994	P05019	0	257	505
P27348	Q01113	0	500	543
P23297	P21554	0	562	631
P05093	P57723	0	297	762
P78362	P13501	0	531	680
O15516	Q8IVL0	0	88	146
P30047	P28799	0	38	206
Q12857	P51681	0	303	519
Q03181	P01024	0	679	780
Q13901	P09172	0	65	387
Q9NX95	P04637	0	494	723
Q5VW36	P18433	0	139	626
Q96FF9	O95140	0	134	639
P54868	O76070	0	262	394
P11150	P41594	0	684	748
P15018	O95477	0	582	688
P03956	Q9H4A3	0	461	563
P22301	Q8N6Q3	0	449	635
P56937	P19838	0	156	492
Q15109	P20810	0	325	545
P41235	P11717	0	503	669
P00488	O15527	0	216	229
P10600	Q92902	0	365	622
P15692	O43189	0	212	296
P05231	P18054	0	51	144
Q9Y286	Q99720	0	532	640
P04054	Q03181	0	609	679
Q96JB1	Q9UJY5	0	286	606
P30613	P03956	0	4	461
P09601	P53004	0	418	668
O76074	Q99784	0	395	478
Q9NX09	Q99726	0	255	641
Q13148	P80188	0	691	702
P54868	O14939	0	262	430
P11712	P30988	0	666	701
Q92876	Q96QK1	0	800	801
Q6X4U4	P05019	0	186	505
O14654	P08603	0	594	815
Q8TEL6	P28845	0	66	520
P08833	Q96HU1	0	646	685
O94779	Q6UXS9	0	521	612
P30533	Q15650	0	590	777
P09936	P50406	0	475	714
P50052	P36575	0	99	792
Q9NZT1	Q9Y6M5	0	610	790
P43220	Q07866	0	477	804
P29466	O75475	0	552	803
O75791	P23141	0	73	426
Q14416	P36956	0	46	320
Q16643	P22415	0	466	708
A4D1B5	P06493	0	209	559
Q92993	P28335	0	755	793
P04141	Q15628	0	712	745
P58004	Q9P2Q2	0	653	738
P13500	O00213	0	681	729
P28845	P46108	0	520	686
P16671	P32780	0	397	586
Q07666	P98164	0	746	786
P43004	P21266	0	796	807
P06733	P04278	0	368	423
O75469	Q13753	0	226	700
Q9NWQ8	Q99996	0	592	598
P39060	P00519	0	239	782
P08582	Q9H0M4	0	242	253
P08246	P08247	0	676	677
Q12926	P01106	0	276	601
Q5VW36	P09038	0	139	347
Q6P1J6	O95433	0	16	632
Q96QK1	Q92870	0	801	819
P22735	P50222	0	63	437
P04155	P29323	0	488	763
Q9NX09	P16284	0	255	290
Q53HV7	Q14956	0	155	428
P04637	Q9P2K8	0	723	788
Q92731	P01344	0	312	344
P21554	P11150	0	631	684
Q7LC44	Q9C0B1	0	100	291
Q9UQ07	Q9NP58	0	353	476
P05164	P32297	0	629	731
P11511	Q13627	0	214	490
P19525	Q96HU1	0	674	685
P55212	Q9NZ42	0	515	660
Q7Z3E1	Q8WW43	0	258	620
P28329	Q9ULK4	0	766	799
P08709	Q13501	0	336	675
P06703	P24752	0	250	496
P00488	Q92945	0	216	687
O14939	Q6ZW49	0	430	568
P43681	Q5K651	0	719	734
Q02218	P21917	0	398	673
Q01130	P04141	0	463	712
P54253	Q9Y286	0	362	532
Q96HU1	Q9UIQ6	0	685	697
Q16881	P14778	0	471	791
Q9P2K8	Q9ULK4	0	788	799
O14654	P19525	0	594	674
P49638	P10253	0	390	787
Q2M3D2	O43189	0	109	296
Q96EB6	P56817	0	153	175
P54646	P05362	0	165	230
P24752	P21709	0	496	784
Q9Y5K2	Q9UQN3	0	92	355
Q13469	P35354	0	111	224
Q9BT17	Q13133	0	76	603
Q96FF9	P14555	0	134	338
P21554	P35638	0	631	805
P39905	P51948	0	613	740
Q99707	P29475	0	270	302
Q9NZ42	P22415	0	660	708
Q92185	P78509	0	188	671
P28845	O75475	0	520	803
Q92769	P80188	0	683	702
P20339	Q92993	0	744	755
P04275	P14317	0	420	467
Q9UKG1	P05112	0	378	391
Q9H3D4	Q8WW43	0	125	620
Q9UQ26	Q8IUH3	0	536	565
Q14956	Q9NZT1	0	428	610
P11511	Q13224	0	214	409
O76074	O00327	0	395	749
P11150	P51948	0	684	740
Q2M3D2	Q8N6N3	0	109	422
P48061	Q5FWF5	0	84	465
Q08345	Q9UJY5	0	456	606
P20702	O95760	0	399	704
P41970	Q96BI3	0	376	689
Q9NZT1	Q14116	0	610	741
O15294	Q8IV08	0	177	633
P18440	P55210	0	392	513
Q16739	P23219	0	328	442
Q53HV7	P10145	0	155	482
P02741	Q5K651	0	576	734
P30711	O00327	0	728	749
Q13057	P39905	0	13	613
A4D1B5	O60706	0	209	593
P23443	P04798	0	379	481
P09038	Q8WW43	0	347	620
Q6NXT4	P78362	0	184	531
P54646	Q14116	0	165	741
P09622	Q9H2P0	0	776	318
Q86UG4	O14654	0	271	594
P08697	P09488	0	595	658
P18146	P14416	0	256	334
P25774	Q00059	0	131	524
Q96LZ7	O94779	0	404	521
Q9BXW9	P08588	0	87	238
Q02790	Q12988	0	192	553
Q9UBH6	P16949	0	154	235
Q7LC44	O96017	0	100	499
P04278	Q04760	0	423	718
P08684	O14939	0	413	430
P56937	P45983	0	156	375
Q8N5D0	Q03135	0	642	717
P42336	P00738	0	695	710
O94907	Q13131	0	132	373
Q8IVL0	P11150	0	146	684
O60603	O95433	0	317	632
O60858	Q8N165	0	396	643
O00712	P08758	0	584	767
P01579	P15104	0	236	578
P18440	Q9Y6M5	0	392	790
Q12798	P01100	0	80	602
P04141	P21266	0	712	807
P48061	Q8WY21	0	84	415
P16220	P04114	0	468	591
Q9BTE1	Q13829	0	813	818
O15516	P02787	0	88	654
Q9UKX3	Q9UBK2	0	585	711
P51948	Q9BZC7	0	740	554
P07237	P21709	0	535	784
P18433	Q96HU1	0	626	685
P30533	Q9NTG7	0	590	779
Q02218	P34998	0	398	703
Q8NBJ4	P14324	0	547	596
P19525	Q8IZY2	0	674	696
Q13492	Q6UXS9	0	540	612
Q6XZF7	Q13829	0	112	818
P55058	Q8IXJ6	0	121	195
Q12926	P06241	0	276	816
O14556	P18510	0	45	90
P28335	P12004	0	793	814
P35462	Q00059	0	474	524
P02751	Q13326	0	333	750
P54868	P98164	0	262	786
P00738	P32297	0	710	731
P09622	P21709	0	776	784
P36956	P41231	0	320	501
P02655	Q8N6Q3	0	193	635
Q01113	P24522	0	543	571
O43464	Q96T58	0	55	661
P51587	Q9H0M4	0	105	253
Q96JS3	Q13867	0	142	247
P11215	Q96CV9	0	405	774
P25098	Q07869	0	182	809
P08651	P01138	0	96	308
Q14956	Q13555	0	428	797
Q8TCT9	P12277	0	185	699
Q9NWQ8	P26599	0	592	742
P20674	P08247	0	429	677
P25774	Q8IUH3	0	131	565
P17927	P39905	0	324	613
P14780	P38936	0	516	564
